cd_industry,ds_naics_industry,ds_naics_sector,ds_naics_supersector,ds_naics_domain,cd_sic_code,ds_sic_description,cd_industry_sector
621410,Family planning centers,Health care and social assistance,Education and health services,Service-providing,8093,"Specialty Outpatient Clinics, Nec",62
62142,Outpatient mental health centers,Health care and social assistance,Education and health services,Service-providing,,,62
621420,Outpatient mental health centers,Health care and social assistance,Education and health services,Service-providing,8093,"Specialty Outpatient Clinics, Nec",62
62149,Other outpatient care centers,Health care and social assistance,Education and health services,Service-providing,,,62
621491,Hmo medical centers,Health care and social assistance,Education and health services,Service-providing,8011,Offices and Clinics of Medical Doctors,62
621492,Kidney dialysis centers,Health care and social assistance,Education and health services,Service-providing,8092,Kidney Dialysis Centers,62
621493,Freestanding emergency medical centers,Health care and social assistance,Education and health services,Service-providing,8011,Offices and Clinics of Medical Doctors,62
621498,All other outpatient care centers,Health care and social assistance,Education and health services,Service-providing,8093,"Specialty Outpatient Clinics, Nec",62
6215,Medical and diagnostic laboratories,Health care and social assistance,Education and health services,Service-providing,,,62
62151,Medical and diagnostic laboratories,Health care and social assistance,Education and health services,Service-providing,,,62
621511,Medical laboratories,Health care and social assistance,Education and health services,Service-providing,8071,Medical Laboratories,62
621512,Diagnostic imaging centers,Health care and social assistance,Education and health services,Service-providing,8071,Medical Laboratories,62
6216,Home health care services,Health care and social assistance,Education and health services,Service-providing,,,62
62161,Home health care services,Health care and social assistance,Education and health services,Service-providing,,,62
621610,Home health care services,Health care and social assistance,Education and health services,Service-providing,8082,Home Health Care Services,62
6219,Other ambulatory health care services,Health care and social assistance,Education and health services,Service-providing,,,62
62191,Ambulance services,Health care and social assistance,Education and health services,Service-providing,,,62
621910,Ambulance services,Health care and social assistance,Education and health services,Service-providing,4119,"Local Passenger Transportation, Nec",62
62199,All other ambulatory health care services,Health care and social assistance,Education and health services,Service-providing,,,62
621991,Blood and organ banks,Health care and social assistance,Education and health services,Service-providing,8099,"Health and Allied Services, Nec",62
621999,Miscellaneous ambulatory health care services,Health care and social assistance,Education and health services,Service-providing,8099,"Health and Allied Services, Nec",62
622,Hospitals,Health care and social assistance,Education and health services,Service-providing,,,62
6221,General medical and surgical hospitals,Health care and social assistance,Education and health services,Service-providing,,,62
62211,General medical and surgical hospitals,Health care and social assistance,Education and health services,Service-providing,,,62
622110,General medical and surgical hospitals,Health care and social assistance,Education and health services,Service-providing,8062,General Medical and Surgical Hospitals,62
6222,Psychiatric and substance abuse hospitals,Health care and social assistance,Education and health services,Service-providing,,,62
62221,Psychiatric and substance abuse hospitals,Health care and social assistance,Education and health services,Service-providing,,,62
622210,Psychiatric and substance abuse hospitals,Health care and social assistance,Education and health services,Service-providing,8063,Psychiatric Hospitals,62
6223,Other hospitals,Health care and social assistance,Education and health services,Service-providing,,,62
62231,Other hospitals,Health care and social assistance,Education and health services,Service-providing,,,62
622310,Other hospitals,Health care and social assistance,Education and health services,Service-providing,8069,"Specialty Hospitals, Except Psychiatric",62
623,Nursing and residential care facilities,Health care and social assistance,Education and health services,Service-providing,,,62
6231,"Nursing care facilities, skilled nursing",Health care and social assistance,Education and health services,Service-providing,,,62
62311,"Nursing care facilities, skilled nursing",Health care and social assistance,Education and health services,Service-providing,,,62
623110,"Nursing care facilities, skilled nursing",Health care and social assistance,Education and health services,Service-providing,8051,Skilled Nursing Care Facilities,62
6232,Residential mental health facilities,Health care and social assistance,Education and health services,Service-providing,,,62
62321,Residential developmental disability homes,Health care and social assistance,Education and health services,Service-providing,,,62
623210,Residential developmental disability homes,Health care and social assistance,Education and health services,Service-providing,8051,Skilled Nursing Care Facilities,62
62322,Residential mental and substance abuse care,Health care and social assistance,Education and health services,Service-providing,,,62
623220,Residential mental and substance abuse care,Health care and social assistance,Education and health services,Service-providing,8361,Residential Care,62
6233,"Continuing care, assisted living facilities",Health care and social assistance,Education and health services,Service-providing,,,62
62331,"Continuing care, assisted living facilities",Health care and social assistance,Education and health services,Service-providing,,,62
623311,Continuing care retirement communities,Health care and social assistance,Education and health services,Service-providing,8051,Skilled Nursing Care Facilities,62
623312,Assisted living facilities for the elderly,Health care and social assistance,Education and health services,Service-providing,8361,Residential Care,62
6239,Other residential care facilities,Health care and social assistance,Education and health services,Service-providing,,,62
62399,Other residential care facilities,Health care and social assistance,Education and health services,Service-providing,,,62
623990,Other residential care facilities,Health care and social assistance,Education and health services,Service-providing,8361,Residential Care,62
624,Social assistance,Health care and social assistance,Education and health services,Service-providing,,,62
6241,Individual and family services,Health care and social assistance,Education and health services,Service-providing,,,62
62411,Child and youth services,Health care and social assistance,Education and health services,Service-providing,,,62
624110,Child and youth services,Health care and social assistance,Education and health services,Service-providing,8322,Individual and Family Services,62
62412,Services for the elderly and disabled,Health care and social assistance,Education and health services,Service-providing,,,62
624120,Services for the elderly and disabled,Health care and social assistance,Education and health services,Service-providing,8322,Individual and Family Services,62
62419,Other individual and family services,Health care and social assistance,Education and health services,Service-providing,,,62
624190,Other individual and family services,Health care and social assistance,Education and health services,Service-providing,8322,Individual and Family Services,62
6242,Emergency and other relief services,Health care and social assistance,Education and health services,Service-providing,,,62
62421,Community food services,Health care and social assistance,Education and health services,Service-providing,,,62
624210,Community food services,Health care and social assistance,Education and health services,Service-providing,8322,Individual and Family Services,62
62422,Community housing services,Health care and social assistance,Education and health services,Service-providing,,,62
624221,Temporary shelters,Health care and social assistance,Education and health services,Service-providing,8322,Individual and Family Services,62
624229,Other community housing services,Health care and social assistance,Education and health services,Service-providing,8322,Individual and Family Services,62
62423,Emergency and other relief services,Health care and social assistance,Education and health services,Service-providing,,,62
624230,Emergency and other relief services,Health care and social assistance,Education and health services,Service-providing,8322,Individual and Family Services,62
6243,Vocational rehabilitation services,Health care and social assistance,Education and health services,Service-providing,,,62
62431,Vocational rehabilitation services,Health care and social assistance,Education and health services,Service-providing,,,62
624310,Vocational rehabilitation services,Health care and social assistance,Education and health services,Service-providing,8331,Job Training and Related Services,62
6244,Child day care services,Health care and social assistance,Education and health services,Service-providing,,,62
62441,Child day care services,Health care and social assistance,Education and health services,Service-providing,,,62
624410,Child day care services,Health care and social assistance,Education and health services,Service-providing,8351,Child Day Care Services,62
711,Performing arts and spectator sports,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
7111,Performing arts companies,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
71111,Theater companies and dinner theaters,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
711110,Theater companies and dinner theaters,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,5812,Eating Places,71
71112,Dance companies,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
711120,Dance companies,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7922,Theatrical Producers and Services,71
71113,Musical groups and artists,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
711130,Musical groups and artists,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7929,Entertainers and Entertainment Groups,71
71119,Other performing arts companies,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
711190,Other performing arts companies,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7929,Entertainers and Entertainment Groups,71
7112,Spectator sports,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
71121,Spectator sports,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
711211,Sports teams and clubs,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7941,"Sports Clubs, Managers, and Promoters",71
711212,Racetracks,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7948,"Racing, Including Track Operation",71
711219,Other spectator sports,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7948,"Racing, Including Track Operation",71
7113,Promoters of performing arts and sports,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
71131,Promoters with facilities,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
711310,Promoters with facilities,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,6512,Nonresidential Building Operators,71
71132,Promoters without facilities,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
711320,Promoters without facilities,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7389,"Business Services, Nec",71
7114,Agents and managers for public figures,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
71141,Agents and managers for public figures,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
711410,Agents and managers for public figures,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7389,"Business Services, Nec",71
7115,"Independent artists, writers, and performers","Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
71151,"Independent artists, writers, and performers","Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
711510,"Independent artists, writers, and performers","Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7383,News Syndicates,71
712,"Museums, historical sites, zoos, and parks","Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
7121,"Museums, historical sites, zoos, and parks","Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
71211,Museums,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
712110,Museums,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,8412,Museums and Art Galleries,71
71212,Historical sites,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
712120,Historical sites,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,8412,Museums and Art Galleries,71
71213,Zoos and botanical gardens,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
712130,Zoos and botanical gardens,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,8422,Botanical and Zoological Gardens,71
71219,Nature parks and other similar institutions,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
712190,Nature parks and other similar institutions,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7999,"Amusement and Recreation, Nec",71
713,"Amusements, gambling, and recreation","Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
7131,Amusement parks and arcades,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
71311,Amusement and theme parks,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
713110,Amusement and theme parks,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7996,Amusement Parks,71
71312,Amusement arcades,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
713120,Amusement arcades,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7993,Coin-operated Amusement Devices,71
7132,Gambling industries,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
71321,"Casinos, except casino hotels","Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
713210,"Casinos, except casino hotels","Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7999,"Amusement and Recreation, Nec",71
71329,Other gambling industries,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
713290,Other gambling industries,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7993,Coin-operated Amusement Devices,71
7139,Other amusement and recreation industries,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
71391,Golf courses and country clubs,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
713910,Golf courses and country clubs,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7992,Public Golf Courses,71
71392,Skiing facilities,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
713920,Skiing facilities,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7999,"Amusement and Recreation, Nec",71
71393,Marinas,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
713930,Marinas,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,4493,Marinas,71
71394,Fitness and recreational sports centers,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
713940,Fitness and recreational sports centers,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7991,Physical Fitness Facilities,71
71395,Bowling centers,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
713950,Bowling centers,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7933,Bowling Centers,71
71399,All other amusement and recreation industries,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,,,71
713990,All other amusement and recreation industries,"Arts, entertainment, and recreation",Leisure and hospitality,Service-providing,7911,"Dance Studios, Schools, and Halls",71
721,Accommodation,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
7211,Traveler accommodation,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
72111,"Hotels and motels, except casino hotels",Accommodation and food services,Leisure and hospitality,Service-providing,,,72
721110,"Hotels and motels, except casino hotels",Accommodation and food services,Leisure and hospitality,Service-providing,7011,Hotels and Motels,72
72112,Casino hotels,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
721120,Casino hotels,Accommodation and food services,Leisure and hospitality,Service-providing,7011,Hotels and Motels,72
72119,Other traveler accommodation,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
721191,Bed-and-breakfast inns,Accommodation and food services,Leisure and hospitality,Service-providing,7011,Hotels and Motels,72
721199,All other traveler accommodation,Accommodation and food services,Leisure and hospitality,Service-providing,7011,Hotels and Motels,72
7212,Rv parks and recreational camps,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
72121,Rv parks and recreational camps,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
721211,Rv parks and campgrounds,Accommodation and food services,Leisure and hospitality,Service-providing,7033,Trailer Parks and Campsites,72
721214,Recreational and vacation camps,Accommodation and food services,Leisure and hospitality,Service-providing,7032,Sporting and Recreational Camps,72
7213,Rooming and boarding houses,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
72131,Rooming and boarding houses,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
721310,Rooming and boarding houses,Accommodation and food services,Leisure and hospitality,Service-providing,7021,Rooming and Boarding Houses,72
722,Food services and drinking places,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
7221,Full-service restaurants,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
72211,Full-service restaurants,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
722110,Full-service restaurants,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
7222,Limited-service eating places,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
72221,Limited-service eating places,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
722211,Limited-service restaurants,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
722212,"Cafeterias, grill buffets, and buffets",Accommodation and food services,Leisure and hospitality,Service-providing,,,72
722213,Snack and nonalcoholic beverage bars,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
7223,Special food services,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
72231,Food service contractors,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
722310,Food service contractors,Accommodation and food services,Leisure and hospitality,Service-providing,4789,"Transportation Services, Nec",72
72232,Caterers,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
722320,Caterers,Accommodation and food services,Leisure and hospitality,Service-providing,5812,Eating Places,72
72233,Mobile food services,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
722330,Mobile food services,Accommodation and food services,Leisure and hospitality,Service-providing,5963,Direct Selling Establishments,72
7224,"Drinking places, alcoholic beverages",Accommodation and food services,Leisure and hospitality,Service-providing,,,72
72241,"Drinking places, alcoholic beverages",Accommodation and food services,Leisure and hospitality,Service-providing,,,72
722410,"Drinking places, alcoholic beverages",Accommodation and food services,Leisure and hospitality,Service-providing,5813,Drinking Places,72
7225,Restaurants and other eating places,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
72251,Restaurants and other eating places,Accommodation and food services,Leisure and hospitality,Service-providing,,,72
722511,Full-service restaurants,Accommodation and food services,Leisure and hospitality,Service-providing,5812,Eating Places,72
722513,Limited-service restaurants,Accommodation and food services,Leisure and hospitality,Service-providing,5812,Eating Places,72
722514,"Cafeterias, grill buffets, and buffets",Accommodation and food services,Leisure and hospitality,Service-providing,5812,Eating Places,72
722515,Snack and nonalcoholic beverage bars,Accommodation and food services,Leisure and hospitality,Service-providing,5461,Retail Bakeries,72
811,Repair and maintenance,"Other services, except public administration",Other services,Service-providing,,,81
8111,Automotive repair and maintenance,"Other services, except public administration",Other services,Service-providing,,,81
81111,Automotive mechanical and electrical repair,"Other services, except public administration",Other services,Service-providing,,,81
811111,General automotive repair,"Other services, except public administration",Other services,Service-providing,7538,General Automotive Repair Shops,81
811112,Automotive exhaust system repair,"Other services, except public administration",Other services,Service-providing,7533,Auto Exhaust System Repair Shops,81
811113,Automotive transmission repair,"Other services, except public administration",Other services,Service-providing,7537,Automotive Transmission Repair Shops,81
811118,Other automotive mechanical and elec. repair,"Other services, except public administration",Other services,Service-providing,7539,"Automotive Repair Shops, Nec",81
81112,"Automotive body, interior, and glass repair","Other services, except public administration",Other services,Service-providing,,,81
921190,Other general government support,Public administration,Public administration,Service-providing,9199,"General Government, Nec",92
811121,Automotive body and interior repair,"Other services, except public administration",Other services,Service-providing,7532,Top and Body Repair and Paint Shops,81
811122,Automotive glass replacement shops,"Other services, except public administration",Other services,Service-providing,7536,Automotive Glass Replacement Shops,81
81119,Other automotive repair and maintenance,"Other services, except public administration",Other services,Service-providing,,,81
811191,Automotive oil change and lubrication shops,"Other services, except public administration",Other services,Service-providing,7549,"Automotive Services, Nec",81
811192,Car washes,"Other services, except public administration",Other services,Service-providing,7542,Carwashes,81
811198,All other automotive repair and maintenance,"Other services, except public administration",Other services,Service-providing,7534,Tire Retreading and Repair Shops,81
8112,Electronic equipment repair and maintenance,"Other services, except public administration",Other services,Service-providing,,,81
81121,Electronic equipment repair and maintenance,"Other services, except public administration",Other services,Service-providing,,,81
811211,Consumer electronics repair and maintenance,"Other services, except public administration",Other services,Service-providing,7622,Radio and Television Repair,81
811212,Computer and office machine repair,"Other services, except public administration",Other services,Service-providing,7378,Computer Maintenance and Repair,81
811213,Communication equipment repair,"Other services, except public administration",Other services,Service-providing,7622,Radio and Television Repair,81
811219,Other electronic equipment repair,"Other services, except public administration",Other services,Service-providing,7629,Electrical Repair Shops,81
8113,Commercial machinery repair and maintenance,"Other services, except public administration",Other services,Service-providing,,,81
81131,Commercial machinery repair and maintenance,"Other services, except public administration",Other services,Service-providing,,,81
811310,Commercial machinery repair and maintenance,"Other services, except public administration",Other services,Service-providing,7623,Refrigeration Service and Repair,81
8114,Household goods repair and maintenance,"Other services, except public administration",Other services,Service-providing,,,81
81141,Home and garden equip. and appliance repair,"Other services, except public administration",Other services,Service-providing,,,81
811411,Home and garden equipment repair,"Other services, except public administration",Other services,Service-providing,7699,"Repair Services, Nec",81
811412,Appliance repair and maintenance,"Other services, except public administration",Other services,Service-providing,7623,Refrigeration Service and Repair,81
81142,Reupholstery and furniture repair,"Other services, except public administration",Other services,Service-providing,,,81
811420,Reupholstery and furniture repair,"Other services, except public administration",Other services,Service-providing,4581,"Airports, Flying Fields, and Services",81
81143,Footwear and leather goods repair,"Other services, except public administration",Other services,Service-providing,,,81
811430,Footwear and leather goods repair,"Other services, except public administration",Other services,Service-providing,7251,Shoe Repair and Shoeshine Parlors,81
81149,Other household goods repair and maintenance,"Other services, except public administration",Other services,Service-providing,,,81
811490,Other household goods repair and maintenance,"Other services, except public administration",Other services,Service-providing,3732,Boatbuilding and Repairing,81
812,Personal and laundry services,"Other services, except public administration",Other services,Service-providing,,,81
8121,Personal care services,"Other services, except public administration",Other services,Service-providing,,,81
81211,"Hair, nail, and skin care services","Other services, except public administration",Other services,Service-providing,,,81
812111,Barber shops,"Other services, except public administration",Other services,Service-providing,7241,Barber Shops,81
812112,Beauty salons,"Other services, except public administration",Other services,Service-providing,7231,Beauty Shops,81
812113,Nail salons,"Other services, except public administration",Other services,Service-providing,7231,Beauty Shops,81
81219,Other personal care services,"Other services, except public administration",Other services,Service-providing,,,81
812191,Diet and weight reducing centers,"Other services, except public administration",Other services,Service-providing,7299,Miscellaneous Personal Services,81
812199,Other personal care services,"Other services, except public administration",Other services,Service-providing,7299,Miscellaneous Personal Services,81
8122,Death care services,"Other services, except public administration",Other services,Service-providing,,,81
81221,Funeral homes and funeral services,"Other services, except public administration",Other services,Service-providing,,,81
812210,Funeral homes and funeral services,"Other services, except public administration",Other services,Service-providing,7261,Funeral Service and Crematories,81
81222,Cemeteries and crematories,"Other services, except public administration",Other services,Service-providing,,,81
812220,Cemeteries and crematories,"Other services, except public administration",Other services,Service-providing,6531,Real Estate Agents and Managers,81
8123,Drycleaning and laundry services,"Other services, except public administration",Other services,Service-providing,,,81
81231,Coin-operated laundries and drycleaners,"Other services, except public administration",Other services,Service-providing,,,81
812310,Coin-operated laundries and drycleaners,"Other services, except public administration",Other services,Service-providing,7215,Coin-operated Laundries and Cleaning,81
81232,Drycleaning and laundry services,"Other services, except public administration",Other services,Service-providing,,,81
812320,Drycleaning and laundry services,"Other services, except public administration",Other services,Service-providing,7211,"Power Laundries, Family and Commercial",81
81233,Linen and uniform supply,"Other services, except public administration",Other services,Service-providing,,,81
812331,Linen supply,"Other services, except public administration",Other services,Service-providing,7213,Linen Supply,81
812332,Industrial launderers,"Other services, except public administration",Other services,Service-providing,7218,Industrial Launderers,81
8129,Other personal services,"Other services, except public administration",Other services,Service-providing,,,81
81291,"Pet care, except veterinary, services","Other services, except public administration",Other services,Service-providing,,,81
92811,National security,Public administration,Public administration,Service-providing,,,92
812910,"Pet care, except veterinary, services","Other services, except public administration",Other services,Service-providing,752,Animal Specialty Services,81
81292,Photofinishing,"Other services, except public administration",Other services,Service-providing,,,81
812921,"Photofinishing laboratories, except one-hour","Other services, except public administration",Other services,Service-providing,7384,Photofinish Laboratories,81
812922,One-hour photofinishing,"Other services, except public administration",Other services,Service-providing,7384,Photofinish Laboratories,81
81293,Parking lots and garages,"Other services, except public administration",Other services,Service-providing,,,81
812930,Parking lots and garages,"Other services, except public administration",Other services,Service-providing,7299,Miscellaneous Personal Services,81
81299,All other personal services,"Other services, except public administration",Other services,Service-providing,,,81
812990,All other personal services,"Other services, except public administration",Other services,Service-providing,4899,"Communication Services, Nec",81
813,Membership associations and organizations,"Other services, except public administration",Other services,Service-providing,,,81
8131,Religious organizations,"Other services, except public administration",Other services,Service-providing,,,81
81311,Religious organizations,"Other services, except public administration",Other services,Service-providing,,,81
813110,Religious organizations,"Other services, except public administration",Other services,Service-providing,8661,Religious Organizations,81
8132,Grantmaking and giving services,"Other services, except public administration",Other services,Service-providing,,,81
81321,Grantmaking and giving services,"Other services, except public administration",Other services,Service-providing,,,81
813211,Grantmaking foundations,"Other services, except public administration",Other services,Service-providing,6732,"Trusts: Educational, Religious, Etc.",81
813212,Voluntary health organizations,"Other services, except public administration",Other services,Service-providing,8399,"Social Services, Nec",81
813219,Other grantmaking and giving services,"Other services, except public administration",Other services,Service-providing,8399,"Social Services, Nec",81
8133,Social advocacy organizations,"Other services, except public administration",Other services,Service-providing,,,81
81331,Social advocacy organizations,"Other services, except public administration",Other services,Service-providing,,,81
813311,Human rights organizations,"Other services, except public administration",Other services,Service-providing,8399,"Social Services, Nec",81
813312,Environment and conservation organizations,"Other services, except public administration",Other services,Service-providing,8399,"Social Services, Nec",81
813319,Other social advocacy organizations,"Other services, except public administration",Other services,Service-providing,8399,"Social Services, Nec",81
8134,Civic and social organizations,"Other services, except public administration",Other services,Service-providing,,,81
81341,Civic and social organizations,"Other services, except public administration",Other services,Service-providing,,,81
813410,Civic and social organizations,"Other services, except public administration",Other services,Service-providing,8641,Civic and Social Associations,81
8139,Professional and similar organizations,"Other services, except public administration",Other services,Service-providing,,,81
81391,Business associations,"Other services, except public administration",Other services,Service-providing,,,81
813910,Business associations,"Other services, except public administration",Other services,Service-providing,8611,Business Associations,81
81392,Professional organizations,"Other services, except public administration",Other services,Service-providing,,,81
813920,Professional organizations,"Other services, except public administration",Other services,Service-providing,8621,Professional Organizations,81
81393,Labor unions and similar labor organizations,"Other services, except public administration",Other services,Service-providing,,,81
813930,Labor unions and similar labor organizations,"Other services, except public administration",Other services,Service-providing,8631,Labor Organizations,81
81394,Political organizations,"Other services, except public administration",Other services,Service-providing,,,81
813940,Political organizations,"Other services, except public administration",Other services,Service-providing,8651,Political Organizations,81
81399,Other similar organizations,"Other services, except public administration",Other services,Service-providing,,,81
813990,Other similar organizations,"Other services, except public administration",Other services,Service-providing,6531,Real Estate Agents and Managers,81
814,Private households,"Other services, except public administration",Other services,Service-providing,,,81
8141,Private households,"Other services, except public administration",Other services,Service-providing,,,81
81411,Private households,"Other services, except public administration",Other services,Service-providing,,,81
814110,Private households,"Other services, except public administration",Other services,Service-providing,8811,0,81
921,"Executive, legislative and general government",Public administration,Public administration,Service-providing,,,92
9211,"Executive, legislative and general government",Public administration,Public administration,Service-providing,,,92
92111,Executive offices,Public administration,Public administration,Service-providing,,,92
921110,Executive offices,Public administration,Public administration,Service-providing,9111,Executive Offices,92
92112,Legislative bodies,Public administration,Public administration,Service-providing,,,92
921120,Legislative bodies,Public administration,Public administration,Service-providing,9121,Legislative Bodies,92
92113,Public finance activities,Public administration,Public administration,Service-providing,,,92
921130,Public finance activities,Public administration,Public administration,Service-providing,9311,"Finance, Taxation, and Monetary Policy",92
92114,"Executive and legislative offices, combined",Public administration,Public administration,Service-providing,,,92
921140,"Executive and legislative offices, combined",Public administration,Public administration,Service-providing,9131,Executive and Legislative Combined,92
92115,Tribal governments,Public administration,Public administration,Service-providing,,,92
921150,Tribal governments,Public administration,Public administration,Service-providing,8641,Civic and Social Associations,92
92119,Other general government support,Public administration,Public administration,Service-providing,,,92
922,"Justice, public order, and safety activities",Public administration,Public administration,Service-providing,,,92
9221,"Justice, public order, and safety activities",Public administration,Public administration,Service-providing,,,92
92211,Courts,Public administration,Public administration,Service-providing,,,92
922110,Courts,Public administration,Public administration,Service-providing,9211,Courts,92
92212,Police protection,Public administration,Public administration,Service-providing,,,92
922120,Police protection,Public administration,Public administration,Service-providing,9221,Police Protection,92
92213,Legal counsel and prosecution,Public administration,Public administration,Service-providing,,,92
922130,Legal counsel and prosecution,Public administration,Public administration,Service-providing,9222,Legal Counsel and Prosecution,92
92214,Correctional institutions,Public administration,Public administration,Service-providing,,,92
922140,Correctional institutions,Public administration,Public administration,Service-providing,9223,Correctional Institutions,92
92215,Parole offices and probation offices,Public administration,Public administration,Service-providing,,,92
922150,Parole offices and probation offices,Public administration,Public administration,Service-providing,8322,Individual and Family Services,92
92216,Fire protection,Public administration,Public administration,Service-providing,,,92
922160,Fire protection,Public administration,Public administration,Service-providing,9224,Fire Protection,92
922190,Other justice and safety activities,Public administration,Public administration,Service-providing,9229,"Public Order and Safety, Nec",92
923,Administration of human resource programs,Public administration,Public administration,Service-providing,,,92
9231,Administration of human resource programs,Public administration,Public administration,Service-providing,,,92
92311,Administration of education programs,Public administration,Public administration,Service-providing,,,92
923110,Administration of education programs,Public administration,Public administration,Service-providing,9411,Administration of Educational Programs,92
92312,Administration of public health programs,Public administration,Public administration,Service-providing,,,92
923120,Administration of public health programs,Public administration,Public administration,Service-providing,9431,Administration of Public Health Programs,92
92313,Other human resource programs administration,Public administration,Public administration,Service-providing,,,92
923130,Other human resource programs administration,Public administration,Public administration,Service-providing,9441,Administration of Social and Manpower Programs,92
92314,Administration of veterans' affairs,Public administration,Public administration,Service-providing,,,92
923140,Administration of veterans' affairs,Public administration,Public administration,Service-providing,9451,Administration of Veterans' Affairs,92
924,Administration of environmental programs,Public administration,Public administration,Service-providing,,,92
9241,Administration of environmental programs,Public administration,Public administration,Service-providing,,,92
92411,"Air, water, and waste program administration",Public administration,Public administration,Service-providing,,,92
