cd_industry,ds_naics_industry,ds_naics_sector,ds_naics_supersector,ds_naics_domain,cd_sic_code,ds_sic_description,cd_industry_sector
331112,Ferroalloy and related product manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
3312,Steel product mfg. from purchased steel,Manufacturing,Manufacturing,Goods-producing,,,33
33121,"Iron, steel pipe and tube from purchase steel",Manufacturing,Manufacturing,Goods-producing,,,33
331210,"Iron, steel pipe and tube from purchase steel",Manufacturing,Manufacturing,Goods-producing,3317,Steel Pipe and Tubes,33
33122,Rolling and drawing of purchased steel,Manufacturing,Manufacturing,Goods-producing,,,33
331221,Rolled steel shape manufacturing,Manufacturing,Manufacturing,Goods-producing,3312,Blast Furnaces and Steel Mills,33
331222,Steel wire drawing,Manufacturing,Manufacturing,Goods-producing,3315,Steel Wire and Related Products,33
3313,Alumina and aluminum production,Manufacturing,Manufacturing,Goods-producing,,,33
33131,Alumina and aluminum production,Manufacturing,Manufacturing,Goods-producing,,,33
331311,Alumina refining,Manufacturing,Manufacturing,Goods-producing,,,33
331312,Primary aluminum production,Manufacturing,Manufacturing,Goods-producing,,,33
331313,"Alumina refining, primary aluminum production",Manufacturing,Manufacturing,Goods-producing,2819,"Industrial Inorganic Chemicals, Nec",33
331314,Secondary smelting and alloying of aluminum,Manufacturing,Manufacturing,Goods-producing,3341,Secondary Nonferrous Metals,33
331315,"Aluminum sheet, plate, and foil manufacturing",Manufacturing,Manufacturing,Goods-producing,3353,"Aluminum Sheet, Plate, and Foil",33
331316,Aluminum extruded product manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
331318,"Other aluminum rolling, drawing and extruding",Manufacturing,Manufacturing,Goods-producing,3354,Aluminum Extruded Products,33
331319,Other aluminum rolling and drawing,Manufacturing,Manufacturing,Goods-producing,,,33
3314,Other nonferrous metal production,Manufacturing,Manufacturing,Goods-producing,,,33
33141,Other nonferrous metal production,Manufacturing,Manufacturing,Goods-producing,,,33
331410,Other nonferrous metal production,Manufacturing,Manufacturing,Goods-producing,3331,Primary Copper,33
331411,Primary smelting and refining of copper,Manufacturing,Manufacturing,Goods-producing,,,33
331419,"Primary nonferrous metal, except cu and al",Manufacturing,Manufacturing,Goods-producing,,,33
33142,"Rolled, drawn, extruded, and alloyed copper",Manufacturing,Manufacturing,Goods-producing,,,33
333311,Automatic vending machine manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
331420,"Rolled, drawn, extruded, and alloyed copper",Manufacturing,Manufacturing,Goods-producing,3341,Secondary Nonferrous Metals,33
331421,"Copper rolling, drawing, and extruding",Manufacturing,Manufacturing,Goods-producing,,,33
331422,"Copper wire, except mechanical, drawing",Manufacturing,Manufacturing,Goods-producing,,,33
331423,Secondary processing of copper,Manufacturing,Manufacturing,Goods-producing,,,33
33149,"Nonferrous metal, except cu and al, shaping",Manufacturing,Manufacturing,Goods-producing,,,33
331491,"Nonferrous metal, except cu and al, shaping",Manufacturing,Manufacturing,Goods-producing,3356,"Nonferrous Rolling and Drawing, Nec",33
331492,Secondary processing of other nonferrous,Manufacturing,Manufacturing,Goods-producing,3341,Secondary Nonferrous Metals,33
3315,Foundries,Manufacturing,Manufacturing,Goods-producing,,,33
33151,Ferrous metal foundries,Manufacturing,Manufacturing,Goods-producing,,,33
331511,Iron foundries,Manufacturing,Manufacturing,Goods-producing,3321,Gray and Ductile Iron Foundries,33
331512,Steel investment foundries,Manufacturing,Manufacturing,Goods-producing,3324,Steel Investment Foundries,33
331513,"Steel foundries, except investment",Manufacturing,Manufacturing,Goods-producing,3325,"Steel Foundries, Nec",33
33152,Nonferrous metal foundries,Manufacturing,Manufacturing,Goods-producing,,,33
331521,Aluminum die-casting foundries,Manufacturing,Manufacturing,Goods-producing,,,33
331522,"Nonferrous, except al, die-casting foundries",Manufacturing,Manufacturing,Goods-producing,,,33
331523,Nonferrous metal die-casting foundries,Manufacturing,Manufacturing,Goods-producing,3363,Aluminum Die-castings,33
331524,"Aluminum foundries, except die-casting",Manufacturing,Manufacturing,Goods-producing,3365,Aluminum Foundries,33
331525,"Copper foundries, except die-casting",Manufacturing,Manufacturing,Goods-producing,,,33
331528,"Other nonferrous foundries, exc. die-casting",Manufacturing,Manufacturing,Goods-producing,,,33
331529,"Other nonferrous foundries, exc. die-casting",Manufacturing,Manufacturing,Goods-producing,3366,Copper Foundries,33
332,Fabricated metal product manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
3321,Forging and stamping,Manufacturing,Manufacturing,Goods-producing,,,33
33211,Forging and stamping,Manufacturing,Manufacturing,Goods-producing,,,33
332111,Iron and steel forging,Manufacturing,Manufacturing,Goods-producing,3462,Iron and Steel Forgings,33
332112,Nonferrous forging,Manufacturing,Manufacturing,Goods-producing,3463,Nonferrous Forgings,33
332114,Custom roll forming,Manufacturing,Manufacturing,Goods-producing,3449,Miscellaneous Metalwork,33
332115,Crown and closure manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
332116,Metal stamping,Manufacturing,Manufacturing,Goods-producing,,,33
332117,Powder metallurgy part manufacturing,Manufacturing,Manufacturing,Goods-producing,3499,"Fabricated Metal Products, Nec",33
332119,"Other metal stamping, except automotive",Manufacturing,Manufacturing,Goods-producing,3466,Crowns and Closures,33
3322,Cutlery and handtool manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33221,Cutlery and handtool manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
332211,"Cutlery and flatware, except precious, mfg.",Manufacturing,Manufacturing,Goods-producing,,,33
332212,Hand and edge tool manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
332213,Saw blade and handsaw manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
332214,"Kitchen utensil, pot, and pan manufacturing",Manufacturing,Manufacturing,Goods-producing,,,33
332215,"Metal cookware, cutlery and flatware mfg",Manufacturing,Manufacturing,Goods-producing,3421,Cutlery,33
332216,Saw blade and handtool manufacturing,Manufacturing,Manufacturing,Goods-producing,3421,Cutlery,33
3323,Architectural and structural metals mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
33231,Plate work and fabricated structural products,Manufacturing,Manufacturing,Goods-producing,,,33
332311,Prefabricated metal buildings and components,Manufacturing,Manufacturing,Goods-producing,3448,Prefabricated Metal Buildings,33
332312,Fabricated structural metal manufacturing,Manufacturing,Manufacturing,Goods-producing,3441,Fabricated Structural Metal,33
332313,Plate work manufacturing,Manufacturing,Manufacturing,Goods-producing,3443,Fabricated Plate Work (boiler Shop),33
33232,Ornamental and architectural metal products,Manufacturing,Manufacturing,Goods-producing,,,33
332321,Metal window and door manufacturing,Manufacturing,Manufacturing,Goods-producing,3442,"Metal Doors, Sash, and Trim",33
332322,Sheet metal work manufacturing,Manufacturing,Manufacturing,Goods-producing,3444,Sheet Metalwork,33
332323,Ornamental and architectural metal work mfg.,Manufacturing,Manufacturing,Goods-producing,3446,Architectural Metalwork,33
3324,"Boiler, tank, and shipping container mfg.",Manufacturing,Manufacturing,Goods-producing,,,33
33241,Power boiler and heat exchanger manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
332410,Power boiler and heat exchanger manufacturing,Manufacturing,Manufacturing,Goods-producing,3443,Fabricated Plate Work (boiler Shop),33
33242,"Metal tank, heavy gauge, manufacturing",Manufacturing,Manufacturing,Goods-producing,,,33
332420,"Metal tank, heavy gauge, manufacturing",Manufacturing,Manufacturing,Goods-producing,3443,Fabricated Plate Work (boiler Shop),33
33243,"Metal can, box, and other container mfg.",Manufacturing,Manufacturing,Goods-producing,,,33
332431,Metal can manufacturing,Manufacturing,Manufacturing,Goods-producing,3411,Metal Cans,33
332439,Other metal container manufacturing,Manufacturing,Manufacturing,Goods-producing,3412,"Metal Barrels, Drums, and Pails",33
3325,Hardware manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33251,Hardware manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
332510,Hardware manufacturing,Manufacturing,Manufacturing,Goods-producing,3429,"Hardware, Nec",33
3326,Spring and wire product manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33261,Spring and wire product manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
332611,"Spring, heavy gauge, manufacturing",Manufacturing,Manufacturing,Goods-producing,,,33
332612,"Spring, light gauge, manufacturing",Manufacturing,Manufacturing,Goods-producing,,,33
332613,Spring manufacturing,Manufacturing,Manufacturing,Goods-producing,3493,"Steel Springs, Except Wire",33
332618,Other fabricated wire product manufacturing,Manufacturing,Manufacturing,Goods-producing,3315,Steel Wire and Related Products,33
3327,Machine shops and threaded product mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
33271,Machine shops,Manufacturing,Manufacturing,Goods-producing,,,33
332710,Machine shops,Manufacturing,Manufacturing,Goods-producing,3599,"Industrial Machinery, Nec",33
33272,"Turned product and screw, nut, and bolt mfg.",Manufacturing,Manufacturing,Goods-producing,,,33
332721,Precision turned product manufacturing,Manufacturing,Manufacturing,Goods-producing,3451,Screw Machine Products,33
332722,"Bolt, nut, screw, rivet, and washer mfg.",Manufacturing,Manufacturing,Goods-producing,3429,"Hardware, Nec",33
3328,"Coating, engraving, and heat treating metals",Manufacturing,Manufacturing,Goods-producing,,,33
33281,"Coating, engraving, and heat treating metals",Manufacturing,Manufacturing,Goods-producing,,,33
332811,Metal heat treating,Manufacturing,Manufacturing,Goods-producing,3398,Metal Heat Treating,33
332812,Metal coating and nonprecious engraving,Manufacturing,Manufacturing,Goods-producing,3479,Metal Coating and Allied Services,33
332813,"Electroplating, anodizing, and coloring metal",Manufacturing,Manufacturing,Goods-producing,3399,Primary Metal Products,33
3329,Other fabricated metal product manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33291,Metal valve manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
332911,Industrial valve manufacturing,Manufacturing,Manufacturing,Goods-producing,3491,Industrial Valves,33
332912,Fluid power valve and hose fitting mfg.,Manufacturing,Manufacturing,Goods-producing,3492,Fluid Power Valves and Hose Fittings,33
332913,Plumbing fixture fitting and trim mfg.,Manufacturing,Manufacturing,Goods-producing,3432,Plumbing Fixture Fittings and Trim,33
332919,Other metal valve and pipe fitting mfg.,Manufacturing,Manufacturing,Goods-producing,3429,"Hardware, Nec",33
33299,All other fabricated metal product mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
332991,Ball and roller bearing manufacturing,Manufacturing,Manufacturing,Goods-producing,3562,Ball and Roller Bearings,33
332992,Small arms ammunition manufacturing,Manufacturing,Manufacturing,Goods-producing,3482,Small Arms Ammunition,33
332993,"Ammunition, except small arms, manufacturing",Manufacturing,Manufacturing,Goods-producing,3483,"Ammunition, Except For Small Arms, Nec",33
332994,Small arms and ordnance manufacturing,Manufacturing,Manufacturing,Goods-producing,3484,Small Arms,33
332995,Other ordnance and accessories manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
332996,Fabricated pipe and pipe fitting mfg.,Manufacturing,Manufacturing,Goods-producing,3498,Fabricated Pipe and Fittings,33
332997,Industrial pattern manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
332998,Enameled iron and metal sanitary ware mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
332999,Miscellaneous fabricated metal product mfg.,Manufacturing,Manufacturing,Goods-producing,3291,Abrasive Products,33
333,Machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
3331,"Ag., construction, and mining machinery mfg.",Manufacturing,Manufacturing,Goods-producing,,,33
33311,Agricultural implement manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333111,Farm machinery and equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,3523,Farm Machinery and Equipment,33
333112,Lawn and garden equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,3524,Lawn and Garden Equipment,33
33312,Construction machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333120,Construction machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,3531,Construction Machinery,33
33313,Mining and oil and gas field machinery mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
333131,Mining machinery and equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,3532,Mining Machinery,33
333132,Oil and gas field machinery and equipment,Manufacturing,Manufacturing,Goods-producing,3533,Oil and Gas Field Machinery,33
3332,Industrial machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33321,Sawmill and woodworking machinery,Manufacturing,Manufacturing,Goods-producing,,,33
333210,Sawmill and woodworking machinery,Manufacturing,Manufacturing,Goods-producing,,,33
33322,Plastics and rubber industry machinery,Manufacturing,Manufacturing,Goods-producing,,,33
333220,Plastics and rubber industry machinery,Manufacturing,Manufacturing,Goods-producing,,,33
33324,Industrial machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333241,Food product machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,3556,Food Products Machinery,33
333242,Semiconductor machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,3559,"Special Industry Machinery, Nec",33
333243,"Sawmill, woodworking, and paper machinery mfg",Manufacturing,Manufacturing,Goods-producing,3553,Woodworking Machinery,33
333244,Printing machinery and equipment mfg.,Manufacturing,Manufacturing,Goods-producing,3555,Printing Trades Machinery,33
333249,Other industrial machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,2599,"Furniture and Fixtures, Nec",33
33329,Other industrial machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333291,Paper industry machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333292,Textile machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333293,Printing machinery and equipment mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
333294,Food product machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333295,Semiconductor machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333298,All other industrial machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
3333,Commercial and service industry machinery,Manufacturing,Manufacturing,Goods-producing,,,33
33331,Commercial and service industry machinery,Manufacturing,Manufacturing,Goods-producing,,,33
517211,Paging,Information,Information,Service-providing,,,51
333312,Commercial laundry and drycleaning machinery,Manufacturing,Manufacturing,Goods-producing,,,33
333313,Office machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333314,Optical instrument and lens manufacturing,Manufacturing,Manufacturing,Goods-producing,3827,Optical Instruments and Lenses,33
333315,Photographic and photocopying equipment mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
333316,Photographic and photocopying equipment mfg.,Manufacturing,Manufacturing,Goods-producing,3577,"Computer Peripheral Equipment, Nec",33
333318,Other commercial and service machinery mfg.,Manufacturing,Manufacturing,Goods-producing,3559,"Special Industry Machinery, Nec",33
333319,Other commercial and service machinery mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
3334,Hvac and commercial refrigeration equipment,Manufacturing,Manufacturing,Goods-producing,,,33
33341,Hvac and commercial refrigeration equipment,Manufacturing,Manufacturing,Goods-producing,,,33
333411,Air purification equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333412,Industrial and commercial fan and blower mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
333413,"Fan, blower, air purification equipment mfg.",Manufacturing,Manufacturing,Goods-producing,3564,Blowers and Fans,33
333414,"Heating equipment, except warm air furnaces",Manufacturing,Manufacturing,Goods-producing,3433,"Heating Equipment, Except Electric",33
333415,"Ac, refrigeration, and forced air heating",Manufacturing,Manufacturing,Goods-producing,2499,"Wood Products, Nec",33
3335,Metalworking machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33351,Metalworking machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333511,Industrial mold manufacturing,Manufacturing,Manufacturing,Goods-producing,3544,"Special Dies, Tools, Jigs, and Fixtures",33
333512,Metal cutting machine tool manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333513,Metal forming machine tool manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333514,"Special tool, die, jig, and fixture mfg.",Manufacturing,Manufacturing,Goods-producing,3544,"Special Dies, Tools, Jigs, and Fixtures",33
333515,Cutting tool and machine tool accessory mfg.,Manufacturing,Manufacturing,Goods-producing,3545,Machine Tool Accessories,33
333516,Rolling mill machinery and equipment mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
333517,Machine tool manufacturing,Manufacturing,Manufacturing,Goods-producing,3541,"Machine Tools, Metal Cutting Type",33
333518,Other metalworking machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333519,Other metalworking machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,3547,Rolling Mill Machinery,33
3336,Turbine and power transmission equipment mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
33361,Turbine and power transmission equipment mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
333611,Turbine and turbine generator set units mfg.,Manufacturing,Manufacturing,Goods-producing,3511,Turbines and Turbine Generator Sets,33
333612,"Speed changer, drive, and gear manufacturing",Manufacturing,Manufacturing,Goods-producing,3566,"Speed Changers, Drives, and Gears",33
333613,Mechanical power transmission equipment mfg.,Manufacturing,Manufacturing,Goods-producing,3568,"Power Transmission Equipment, Nec",33
333618,Other engine equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,3519,"Internal Combustion Engines, Nec",33
3339,Other general purpose machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33391,Pump and compressor manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333911,Pump and pumping equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333912,Air and gas compressor manufacturing,Manufacturing,Manufacturing,Goods-producing,3563,Air and Gas Compressors,33
333913,Measuring and dispensing pump manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333914,"Measuring, dispensing, and other pumping equipment manufacturing",Manufacturing,Manufacturing,Goods-producing,3561,Pumps and Pumping Equipment,33
33392,Material handling equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
333921,Elevator and moving stairway manufacturing,Manufacturing,Manufacturing,Goods-producing,3534,Elevators and Moving Stairways,33
333922,Conveyor and conveying equipment mfg.,Manufacturing,Manufacturing,Goods-producing,3523,Farm Machinery and Equipment,33
333923,"Overhead cranes, hoists, and monorail systems",Manufacturing,Manufacturing,Goods-producing,3429,"Hardware, Nec",33
333924,"Industrial truck, trailer, and stacker mfg.",Manufacturing,Manufacturing,Goods-producing,3496,Miscellaneous Fabricated Wire Products,33
33399,All other general purpose machinery mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
333991,Power-driven handtool manufacturing,Manufacturing,Manufacturing,Goods-producing,3546,Power-driven Handtools,33
333992,Welding and soldering equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,3548,Welding Apparatus,33
333993,Packaging machinery manufacturing,Manufacturing,Manufacturing,Goods-producing,3565,Packaging Machinery,33
333994,Industrial process furnace and oven mfg.,Manufacturing,Manufacturing,Goods-producing,2599,"Furniture and Fixtures, Nec",33
333995,Fluid power cylinder and actuator mfg.,Manufacturing,Manufacturing,Goods-producing,3593,Fluid Power Cylinders and Actuators,33
333996,Fluid power pump and motor manufacturing,Manufacturing,Manufacturing,Goods-producing,3594,Fluid Power Pumps and Motors,33
333997,Scale and balance manufacturing,Manufacturing,Manufacturing,Goods-producing,2599,"Furniture and Fixtures, Nec",33
333999,Miscellaneous general purpose machinery mfg.,Manufacturing,Manufacturing,Goods-producing,2599,"Furniture and Fixtures, Nec",33
334,Computer and electronic product manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
3341,Computer and peripheral equipment mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
33411,Computer and peripheral equipment mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
334111,Electronic computer manufacturing,Manufacturing,Manufacturing,Goods-producing,3571,Electronic Computers,33
334112,Computer storage device manufacturing,Manufacturing,Manufacturing,Goods-producing,3572,Computer Storage Devices,33
334113,Computer terminal manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
334118,Other computer peripheral equipment mfg,Manufacturing,Manufacturing,Goods-producing,3575,Computer Terminals,33
334119,Other computer peripheral equipment mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
3342,Communications equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33421,Telephone apparatus manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
334210,Telephone apparatus manufacturing,Manufacturing,Manufacturing,Goods-producing,3661,Telephone and Telegraph Apparatus,33
33422,Broadcast and wireless communications equip.,Manufacturing,Manufacturing,Goods-producing,,,33
334220,Broadcast and wireless communications equip.,Manufacturing,Manufacturing,Goods-producing,3663,Radio and T.v. Communications Equipment,33
33429,Other communications equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
334290,Other communications equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,3669,"Communications Equipment, Nec",33
3343,Audio and video equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33431,Audio and video equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
334310,Audio and video equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,3651,Household Audio and Video Equipment,33
3344,Semiconductor and electronic component mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
33441,Semiconductor and electronic component mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
334411,Electron tube manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
334412,Bare printed circuit board manufacturing,Manufacturing,Manufacturing,Goods-producing,3672,Printed Circuit Boards,33
334413,Semiconductors and related device mfg.,Manufacturing,Manufacturing,Goods-producing,3674,Semiconductors and Related Devices,33
334414,Electronic capacitor manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
334415,Electronic resistor manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
334416,"Capacitor, resistor, and inductor mfg.",Manufacturing,Manufacturing,Goods-producing,3675,Electronic Capacitors,33
334417,Electronic connector manufacturing,Manufacturing,Manufacturing,Goods-producing,3678,Electronic Connectors,33
334418,Printed circuit assembly manufacturing,Manufacturing,Manufacturing,Goods-producing,3577,"Computer Peripheral Equipment, Nec",33
334419,Other electronic component manufacturing,Manufacturing,Manufacturing,Goods-producing,3671,Electron Tubes,33
3345,Electronic instrument manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33451,Electronic instrument manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
334510,Electromedical apparatus manufacturing,Manufacturing,Manufacturing,Goods-producing,3842,Surgical Appliances and Supplies,33
334511,"Search, detection, and navigation instruments",Manufacturing,Manufacturing,Goods-producing,3812,Search and Navigation Equipment,33
334512,Automatic environmental control manufacturing,Manufacturing,Manufacturing,Goods-producing,3822,Environmental Controls,33
334513,Industrial process variable instruments,Manufacturing,Manufacturing,Goods-producing,3823,Process Control Instruments,33
334514,Totalizing fluid meters and counting devices,Manufacturing,Manufacturing,Goods-producing,3824,Fluid Meters and Counting Devices,33
334515,Electricity and signal testing instruments,Manufacturing,Manufacturing,Goods-producing,3663,Radio and T.v. Communications Equipment,33
334516,Analytical laboratory instrument mfg.,Manufacturing,Manufacturing,Goods-producing,3826,Analytical Instruments,33
334517,Irradiation apparatus manufacturing,Manufacturing,Manufacturing,Goods-producing,3844,X-ray Apparatus and Tubes,33
334518,"Watch, clock, and part manufacturing",Manufacturing,Manufacturing,Goods-producing,,,33
334519,Other measuring and controlling device mfg.,Manufacturing,Manufacturing,Goods-producing,3429,"Hardware, Nec",33
3346,Magnetic media manufacturing and reproducing,Manufacturing,Manufacturing,Goods-producing,,,33
33461,Magnetic media manufacturing and reproducing,Manufacturing,Manufacturing,Goods-producing,,,33
334611,Software reproducing,Manufacturing,Manufacturing,Goods-producing,,,33
334612,Audio and video media reproduction,Manufacturing,Manufacturing,Goods-producing,,,33
334613,Blank magnetic and optical media mfg,Manufacturing,Manufacturing,Goods-producing,3577,"Computer Peripheral Equipment, Nec",33
334614,Software and prerecorded media reproducing,Manufacturing,Manufacturing,Goods-producing,3652,Prerecorded Records and Tapes,33
335,Electrical equipment and appliance mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
3351,Electric lighting equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33511,Electric lamp bulb and part manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
335110,Electric lamp bulb and part manufacturing,Manufacturing,Manufacturing,Goods-producing,3641,Electric Lamps,33
33512,Lighting fixture manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
335121,Residential electric lighting fixture mfg.,Manufacturing,Manufacturing,Goods-producing,3645,Residential Lighting Fixtures,33
335122,Nonresidential electric lighting fixture mfg.,Manufacturing,Manufacturing,Goods-producing,3646,Commercial Lighting Fixtures,33
335129,Other lighting equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,3648,"Lighting Equipment, Nec",33
3352,Household appliance manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33521,Small electrical appliance manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
335210,Small electrical appliance manufacturing,Manufacturing,Manufacturing,Goods-producing,3634,Electric Housewares and Fans,33
335211,Electric housewares and household fan mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
335212,Household vacuum cleaner manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33522,Major household appliance manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
335220,Major household appliance manufacturing,Manufacturing,Manufacturing,Goods-producing,3631,Household Cooking Equipment,33
335221,Household cooking appliance manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
335222,Household refrigerator and home freezer mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
335224,Household laundry equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
335228,Other major household appliance manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
3353,Electrical equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33531,Electrical equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
335311,Electric power and specialty transformer mfg.,Manufacturing,Manufacturing,Goods-producing,3548,Welding Apparatus,33
335312,Motor and generator manufacturing,Manufacturing,Manufacturing,Goods-producing,3621,Motors and Generators,33
335313,Switchgear and switchboard apparatus mfg.,Manufacturing,Manufacturing,Goods-producing,3613,Switchgear and Switchboard Apparatus,33
335314,Relay and industrial control manufacturing,Manufacturing,Manufacturing,Goods-producing,3625,Relays and Industrial Controls,33
3359,Other electrical equipment and component mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
33591,Battery manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
335911,Storage battery manufacturing,Manufacturing,Manufacturing,Goods-producing,3691,Storage Batteries,33
335912,Primary battery manufacturing,Manufacturing,Manufacturing,Goods-producing,3692,"Primary Batteries, Dry and Wet",33
33592,Communication and energy wire and cable mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
335921,Fiber optic cable manufacturing,Manufacturing,Manufacturing,Goods-producing,3357,Nonferrous Wiredrawing and Insulating,33
335929,Other communication and energy wire mfg.,Manufacturing,Manufacturing,Goods-producing,3357,Nonferrous Wiredrawing and Insulating,33
33593,Wiring device manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
335931,Current-carrying wiring device manufacturing,Manufacturing,Manufacturing,Goods-producing,3643,Current-carrying Wiring Devices,33
335932,Noncurrent-carrying wiring device mfg.,Manufacturing,Manufacturing,Goods-producing,3644,Noncurrent-carrying Wiring Devices,33
33599,Other electrical equipment and component mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
335991,Carbon and graphite product manufacturing,Manufacturing,Manufacturing,Goods-producing,3624,Carbon and Graphite Products,33
335999,Miscellaneous electrical equipment mfg.,Manufacturing,Manufacturing,Goods-producing,3629,Electrical Industrial Apparatus,33
336,Transportation equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
